country,year,population
Kazakhstan,Y2004,14902452
Kazakhstan,Y2005,15064088
Kazakhstan,Y2006,15227211
Kazakhstan,Y2007,15396045
Kazakhstan,Y2008,15568294
Kazakhstan,Y2009,15743552
Kazakhstan,Y2010,15921127
Kazakhstan,Y2011,16097998
Kazakhstan,Y2012,16271201
Kazakhstan,Y2013,16440586
Kenya,Y1995,27418077
Kenya,Y1996,28186224
Kenya,Y1997,28943647
Kenya,Y1998,29702246
Kenya,Y1999,30478597
Kenya,Y2000,31285050
Kenya,Y2001,32126351
Kenya,Y2002,33000524
Kenya,Y2003,33905011
Kenya,Y2004,34834606
Kenya,Y2005,35785718
Kenya,Y2006,36757498
Kenya,Y2007,37752304
Kenya,Y2008,38773277
Kenya,Y2009,39824734
Kenya,Y2010,40909194
Kenya,Y2011,42027891
Kenya,Y2012,43178141
Kenya,Y2013,44353691
Kiribati,Y1995,76378
Kiribati,Y1996,77511
Kiribati,Y1997,78725
Kiribati,Y1998,80018
Kiribati,Y1999,81377
Kiribati,Y2000,82788
Kiribati,Y2001,84261
Kiribati,Y2002,85799
Kiribati,Y2003,87371
Kiribati,Y2004,88936
Kiribati,Y2005,90468
Kiribati,Y2006,91953
Kiribati,Y2007,93401
Kiribati,Y2008,94832
Kiribati,Y2009,96272
Kiribati,Y2010,97743
Kiribati,Y2011,99250
Kiribati,Y2012,100786
Kiribati,Y2013,102351
Kuwait,Y1995,1586123
Kuwait,Y1996,1585244
Kuwait,Y1997,1635999
Kuwait,Y1998,1722208
Kuwait,Y1999,1818405
Kuwait,Y2000,1906231
Kuwait,Y2001,1980604
Kuwait,Y2002,2048232
Kuwait,Y2003,2116353
Kuwait,Y2004,2196466
Kuwait,Y2005,2296314
Kuwait,Y2006,2417445
Kuwait,Y2007,2554920
Kuwait,Y2008,2702221
Kuwait,Y2009,2850102
Kuwait,Y2010,2991580
Kuwait,Y2011,3124705
Kuwait,Y2012,3250496
Kuwait,Y2013,3368572
Kyrgyzstan,Y1995,4592135
Kyrgyzstan,Y1996,4658815
Kyrgyzstan,Y1997,4739263
Kyrgyzstan,Y1998,4823870
Kyrgyzstan,Y1999,4898865
Kyrgyzstan,Y2000,4954850
Kyrgyzstan,Y2001,4988162
Kyrgyzstan,Y2002,5003394
Kyrgyzstan,Y2003,5009453
Kyrgyzstan,Y2004,5019310
Kyrgyzstan,Y2005,5042381
Kyrgyzstan,Y2006,5081620
Kyrgyzstan,Y2007,5134297
Kyrgyzstan,Y2008,5197274
Kyrgyzstan,Y2009,5265218
Kyrgyzstan,Y2010,5334223
Kyrgyzstan,Y2011,5403419
Kyrgyzstan,Y2012,5474213
Kyrgyzstan,Y2013,5547548
Lao People's Democratic Republic,Y1995,4871472
Lao People's Democratic Republic,Y1996,4986592
Lao People's Democratic Republic,Y1997,5096724
Lao People's Democratic Republic,Y1998,5200898
Lao People's Democratic Republic,Y1999,5298146
Lao People's Democratic Republic,Y2000,5388281
Lao People's Democratic Republic,Y2001,5470169
Lao People's Democratic Republic,Y2002,5545245
Lao People's Democratic Republic,Y2003,5619069
Lao People's Democratic Republic,Y2004,5699112
Lao People's Democratic Republic,Y2005,5790646
Lao People's Democratic Republic,Y2006,5895930
Lao People's Democratic Republic,Y2007,6013278
Lao People's Democratic Republic,Y2008,6139127
Lao People's Democratic Republic,Y2009,6267968
Lao People's Democratic Republic,Y2010,6395713
Lao People's Democratic Republic,Y2011,6521314
Lao People's Democratic Republic,Y2012,6645827
Lao People's Democratic Republic,Y2013,6769727
Latvia,Y1995,2487988
Latvia,Y1996,2458305
Latvia,Y1997,2434628
Latvia,Y1998,2414650
Latvia,Y1999,2394521
Latvia,Y2000,2371481
Latvia,Y2001,2345309
Latvia,Y2002,2317261
Latvia,Y2003,2287780
Latvia,Y2004,2257647
Latvia,Y2005,2227559
Latvia,Y2006,2197359
Latvia,Y2007,2167157
Latvia,Y2008,2138258
Latvia,Y2009,2112337
Latvia,Y2010,2090519
Latvia,Y2011,2073385
Latvia,Y2012,2060428
Latvia,Y2013,2050317
Lebanon,Y1995,3033406
Lebanon,Y1996,3070984
Lebanon,Y1997,3092718
Lebanon,Y1998,3114014
Lebanon,Y1999,3156706
Lebanon,Y2000,3235380
Lebanon,Y2001,3357600
Lebanon,Y2002,3515604
Lebanon,Y2003,3690110
Lebanon,Y2004,3853582
Lebanon,Y2005,3986865
Lebanon,Y2006,4079823
Lebanon,Y2007,4139813
Lebanon,Y2008,4186088
Lebanon,Y2009,4246924
Lebanon,Y2010,4341092
Lebanon,Y2011,4478105
Lebanon,Y2012,4647079
Lebanon,Y2013,4821971
Lesotho,Y1995,1753824
Lesotho,Y1996,1779197
Lesotho,Y1997,1801679
Lesotho,Y1998,1821609
Lesotho,Y1999,1839611
Lesotho,Y2000,1856225
Lesotho,Y2001,1871500
Lesotho,Y2002,1885487
Lesotho,Y2003,1898757
Lesotho,Y2004,1912022
Lesotho,Y2005,1925844
Lesotho,Y2006,1940413
Lesotho,Y2007,1955784
Lesotho,Y2008,1972199
Lesotho,Y2009,1989873
Lesotho,Y2010,2008921
Lesotho,Y2011,2029516
Lesotho,Y2012,2051545
Lesotho,Y2013,2074465
Liberia,Y1995,2079921
Liberia,Y1996,2197801
Liberia,Y1997,2365290
Liberia,Y1998,2558085
Liberia,Y1999,2741755
Liberia,Y2000,2891968
Liberia,Y2001,2998770
Liberia,Y2002,3070673
Liberia,Y2003,3124222
Liberia,Y2004,3184643
Liberia,Y2005,3269786
Liberia,Y2006,3384791
Liberia,Y2007,3522294
Liberia,Y2008,3672714
Liberia,Y2009,3821440
Liberia,Y2010,3957990
Liberia,Y2011,4079697
Liberia,Y2012,4190435
Liberia,Y2013,4294077
Libya,Y1995,4747619
Libya,Y1996,4837354
Libya,Y1997,4924347
Libya,Y1998,5009240
Libya,Y1999,5092939
Libya,Y2000,5176185
Libya,Y2001,5258677
Libya,Y2002,5340389
Libya,Y2003,5422612
Libya,Y2004,5507000
Libya,Y2005,5594450
Libya,Y2006,5686475
Libya,Y2007,5782108
Libya,Y2008,5876805
Libya,Y2009,5964325
Libya,Y2010,6040612
Libya,Y2011,6103233
Libya,Y2012,6154623
Libya,Y2013,6201521
Lithuania,Y1995,3628079
Lithuania,Y1996,3606012
Lithuania,Y1997,3583272
Lithuania,Y1998,3558827
Lithuania,Y1999,3530932
Lithuania,Y2000,3498446
Lithuania,Y2001,3461616
Lithuania,Y2002,3421430
Lithuania,Y2003,3378410
Lithuania,Y2004,3333259
Lithuania,Y2005,3286782
Lithuania,Y2006,3238819
Lithuania,Y2007,3190088
Lithuania,Y2008,3143310
Lithuania,Y2009,3101973
Lithuania,Y2010,3068457
Lithuania,Y2011,3043980
Lithuania,Y2012,3027621
Lithuania,Y2013,3016933
Luxembourg,Y1995,408152
Luxembourg,Y1996,414004
Luxembourg,Y1997,419979
Luxembourg,Y1998,425834
Luxembourg,Y1999,431268
Luxembourg,Y2000,436111
Luxembourg,Y2001,440137
Luxembourg,Y2002,443524
Luxembourg,Y2003,446996
Luxembourg,Y2004,451548
Luxembourg,Y2005,457847
Luxembourg,Y2006,466209
Luxembourg,Y2007,476294
Luxembourg,Y2008,487310
Luxembourg,Y2009,498116
Luxembourg,Y2010,507885
Luxembourg,Y2011,516348
Luxembourg,Y2012,523744
Luxembourg,Y2013,530380
Madagascar,Y1995,13452526
Madagascar,Y1996,13882646
Madagascar,Y1997,14329239
Madagascar,Y1998,14790245
Madagascar,Y1999,15262817
Madagascar,Y2000,15744811
Madagascar,Y2001,16235767
Madagascar,Y2002,16736029
Madagascar,Y2003,17245275
Madagascar,Y2004,17763367
Madagascar,Y2005,18290394
Madagascar,Y2006,18826126
Madagascar,Y2007,19371023
Madagascar,Y2008,19926785
Madagascar,Y2009,20495695
Madagascar,Y2010,21079532
Madagascar,Y2011,21678934
Madagascar,Y2012,22293914
Madagascar,Y2013,22924851
Malawi,Y1995,9964065
Malawi,Y1996,10153315
Malawi,Y1997,10404259
Malawi,Y1998,10700180
Malawi,Y1999,11012707
Malawi,Y2000,11321496
Malawi,Y2001,11623166
Malawi,Y2002,11926778
Malawi,Y2003,12238739
Malawi,Y2004,12569091
Malawi,Y2005,12924746
Malawi,Y2006,13307535
Malawi,Y2007,13713758
Malawi,Y2008,14138207
Malawi,Y2009,14573338
Malawi,Y2010,15013694
Malawi,Y2011,15457531
Malawi,Y2012,15906483
Malawi,Y2013,16362567
Malaysia,Y1995,20725374
Malaysia,Y1996,21259831
Malaysia,Y1997,21805835
Malaysia,Y1998,22355057
Malaysia,Y1999,22896048
Malaysia,Y2000,23420751
Malaysia,Y2001,23925742
Malaysia,Y2002,24413795
Malaysia,Y2003,24890654
Malaysia,Y2004,25365089
Malaysia,Y2005,25843466
Malaysia,Y2006,26327098
Malaysia,Y2007,26813819
Malaysia,Y2008,27302348
Malaysia,Y2009,27790324
Malaysia,Y2010,28275835
Malaysia,Y2011,28758968
Malaysia,Y2012,29239927
Malaysia,Y2013,29716965
Maldives,Y1995,244965
Maldives,Y1996,250659
Maldives,Y1997,256347
Maldives,Y1998,261973
Maldives,Y1999,267456
Maldives,Y2000,272745
Maldives,Y2001,277825
Maldives,Y2002,282743
Maldives,Y2003,287594
Maldives,Y2004,292505
Maldives,Y2005,297576
Maldives,Y2006,302825
Maldives,Y2007,308239
Maldives,Y2008,313843
Maldives,Y2009,319660
Maldives,Y2010,325694
Maldives,Y2011,331964
Maldives,Y2012,338442
Maldives,Y2013,345023
Mali,Y1995,8988853
Mali,Y1996,9222157
Mali,Y1997,9462256
Mali,Y1998,9712365
Mali,Y1999,9977308
Mali,Y2000,10260577
Mali,Y2001,10562768
Mali,Y2002,10882662
Mali,Y2003,11219737
Mali,Y2004,11572936
Mali,Y2005,11941258
Mali,Y2006,12325545
Mali,Y2007,12725629
Mali,Y2008,13138299
Mali,Y2009,13559296
Mali,Y2010,13985961
Mali,Y2011,14416737
Mali,Y2012,14853572
Mali,Y2013,15301650
Malta,Y1995,395615
Malta,Y1996,398698
Malta,Y1997,401373
Malta,Y1998,403688
Malta,Y1999,405716
Malta,Y2000,407529
Malta,Y2001,409116
Malta,Y2002,410493
Malta,Y2003,411790
Malta,Y2004,413170
Malta,Y2005,414747
Malta,Y2006,416584
Malta,Y2007,418640
Malta,Y2008,420796
Malta,Y2009,422872
Malta,Y2010,424738
Malta,Y2011,426356
Malta,Y2012,427764
Malta,Y2013,429004
Marshall Islands,Y1995,51020
Marshall Islands,Y1996,51397
Marshall Islands,Y1997,51697
Marshall Islands,Y1998,51922
Marshall Islands,Y1999,52076
Marshall Islands,Y2000,52161
Marshall Islands,Y2001,52184
Marshall Islands,Y2002,52161
Marshall Islands,Y2003,52115
Marshall Islands,Y2004,52074
Marshall Islands,Y2005,52058
Marshall Islands,Y2006,52084
Marshall Islands,Y2007,52150
Marshall Islands,Y2008,52245
Marshall Islands,Y2009,52341
Marshall Islands,Y2010,52428
Marshall Islands,Y2011,52495
Marshall Islands,Y2012,52555
Marshall Islands,Y2013,52634
Mauritania,Y1995,2334388
Mauritania,Y1996,2403805
Mauritania,Y1997,2475726
Mauritania,Y1998,2550307
Mauritania,Y1999,2627739
Mauritania,Y2000,2708095
Mauritania,Y2001,2791403
Mauritania,Y2002,2877431
Mauritania,Y2003,2965667
Mauritania,Y2004,3055425
Mauritania,Y2005,3146164
Mauritania,Y2006,3237713
Mauritania,Y2007,3330037
Mauritania,Y2008,3422901
Mauritania,Y2009,3516077
Mauritania,Y2010,3609420
Mauritania,Y2011,3702763
Mauritania,Y2012,3796141
Mauritania,Y2013,3889880
Mauritius,Y1995,1128676
Mauritius,Y1996,1142191
Mauritius,Y1997,1154701
Mauritius,Y1998,1166070
Mauritius,Y1999,1176227
Mauritius,Y2000,1185143
Mauritius,Y2001,1192719
Mauritius,Y2002,1198972
Mauritius,Y2003,1204161
Mauritius,Y2004,1208653
Mauritius,Y2005,1212752
Mauritius,Y2006,1216518
Mauritius,Y2007,1219976
Mauritius,Y2008,1223336
Mauritius,Y2009,1226841
Mauritius,Y2010,1230659
Mauritius,Y2011,1234910
Mauritius,Y2012,1239557
Mauritius,Y2013,1244403
Mexico,Y1995,95392647
Mexico,Y1996,97201533
Mexico,Y1997,98968558
Mexico,Y1998,100678867
Mexico,Y1999,102316781
Mexico,Y2000,103873607
Mexico,Y2001,105339877
Mexico,Y2002,106723661
Mexico,Y2003,108056312
Mexico,Y2004,109381550
Mexico,Y2005,110731826
Mexico,Y2006,112116694
Mexico,Y2007,113529819
Mexico,Y2008,114968039
Mexico,Y2009,116422752
Mexico,Y2010,117886404
Mexico,Y2011,119361233
Mexico,Y2012,120847477
Mexico,Y2013,122332399
Micronesia (Federated States of),Y1995,107556
Micronesia (Federated States of),Y1996,108342
Micronesia (Federated States of),Y1997,108506
Micronesia (Federated States of),Y1998,108236
Micronesia (Federated States of),Y1999,107808
Micronesia (Federated States of),Y2000,107430
Micronesia (Federated States of),Y2001,107170
Micronesia (Federated States of),Y2002,106983
Micronesia (Federated States of),Y2003,106816
Micronesia (Federated States of),Y2004,106575
Micronesia (Federated States of),Y2005,106198
Micronesia (Federated States of),Y2006,105686
Micronesia (Federated States of),Y2007,105097
Micronesia (Federated States of),Y2008,104498
Micronesia (Federated States of),Y2009,103983
Micronesia (Federated States of),Y2010,103619
Micronesia (Federated States of),Y2011,103424
Micronesia (Federated States of),Y2012,103395
Micronesia (Federated States of),Y2013,103549
Monaco,Y1995,30700
Monaco,Y1996,30971
Monaco,Y1997,31242
Monaco,Y1998,31517
Monaco,Y1999,31795
Monaco,Y2000,32081
Monaco,Y2001,32366
Monaco,Y2002,32653
Monaco,Y2003,32968
Monaco,Y2004,33346
Monaco,Y2005,33808
Monaco,Y2006,34369
Monaco,Y2007,35013
Monaco,Y2008,35686
Monaco,Y2009,36314
Monaco,Y2010,36845
Monaco,Y2011,37261
Monaco,Y2012,37579
Monaco,Y2013,37831
Mongolia,Y1995,2298063
Mongolia,Y1996,2316598
Mongolia,Y1997,2335723
Mongolia,Y1998,2355618
Mongolia,Y1999,2376197
Mongolia,Y2000,2397473
Mongolia,Y2001,2419669
Mongolia,Y2002,2443231
Mongolia,Y2003,2468595
Mongolia,Y2004,2496248
Mongolia,Y2005,2526502
Mongolia,Y2006,2559496
Mongolia,Y2007,2595068
Mongolia,Y2008,2632834
Mongolia,Y2009,2672223
Mongolia,Y2010,2712738
Mongolia,Y2011,2754209
Mongolia,Y2012,2796484
Mongolia,Y2013,2839073
Montenegro,Y2005,615820
Montenegro,Y2006,616854
Montenegro,Y2007,617800
Montenegro,Y2008,618649
Montenegro,Y2009,619408
Montenegro,Y2010,620078
Montenegro,Y2011,620644
Montenegro,Y2012,621081
Montenegro,Y2013,621383
Montserrat,Y1995,10232
Montserrat,Y1996,9375
Montserrat,Y1997,8217
Montserrat,Y1998,6936
Montserrat,Y1999,5788
Montserrat,Y2000,4956
Montserrat,Y2001,4505
Montserrat,Y2002,4377
Montserrat,Y2003,4474
Montserrat,Y2004,4645
Montserrat,Y2005,4777
Montserrat,Y2006,4846
Montserrat,Y2007,4884
Montserrat,Y2008,4901
Montserrat,Y2009,4918
Montserrat,Y2010,4953
Montserrat,Y2011,5000
Montserrat,Y2012,5046
Montserrat,Y2013,5091
Morocco,Y1995,26833093
Morocco,Y1996,27237150
Morocco,Y1997,27632321
Morocco,Y1998,28013585
Morocco,Y1999,28374203
Morocco,Y2000,28710123
Morocco,Y2001,29021156
Morocco,Y2002,29311443
Morocco,Y2003,29586937
Morocco,Y2004,29855820
Morocco,Y2005,30125445
Morocco,Y2006,30395097
Morocco,Y2007,30667086
Morocco,Y2008,30955151
Morocco,Y2009,31276564
Morocco,Y2010,31642360
Morocco,Y2011,32059424
Morocco,Y2012,32521143
Morocco,Y2013,33008150
Mozambique,Y1995,15981571
Mozambique,Y1996,16463426
Mozambique,Y1997,16914628
Mozambique,Y1998,17350739
Mozambique,Y1999,17798102
Mozambique,Y2000,18275618
Mozambique,Y2001,18785719
Mozambique,Y2002,19319894
Mozambique,Y2003,19873460
Mozambique,Y2004,20438827
Mozambique,Y2005,21010376
Mozambique,Y2006,21587317
Mozambique,Y2007,22171404
Mozambique,Y2008,22762525
Mozambique,Y2009,23361025
Mozambique,Y2010,23967265
Mozambique,Y2011,24581367
Mozambique,Y2012,25203395
Mozambique,Y2013,25833752
Myanmar,Y1995,45329862
Myanmar,Y1996,45991828
Myanmar,Y1997,46664455
Myanmar,Y1998,47321204
Myanmar,Y1999,47925630
Myanmar,Y2000,48453000
Myanmar,Y2001,48894203
Myanmar,Y2002,49261313
Myanmar,Y2003,49577152
Myanmar,Y2004,49875169
Myanmar,Y2005,50181020
Myanmar,Y2006,50500070
Myanmar,Y2007,50828959
Myanmar,Y2008,51174018
Myanmar,Y2009,51540490
Myanmar,Y2010,51931231
Myanmar,Y2011,52350763
Myanmar,Y2012,52797319
Myanmar,Y2013,53259018
Namibia,Y1995,1654214
Namibia,Y1996,1705309
Namibia,Y1997,1757969
Namibia,Y1998,1809719
Namibia,Y1999,1857149
Namibia,Y2000,1897953
Namibia,Y2001,1931282
Namibia,Y2002,1958303
Namibia,Y2003,1981237
Namibia,Y2004,2003320
Namibia,Y2005,2027026
Namibia,Y2006,2052931
Namibia,Y2007,2080700
Namibia,Y2008,2110791
Namibia,Y2009,2143498
Namibia,Y2010,2178967
Namibia,Y2011,2217618
Namibia,Y2012,2259393
Namibia,Y2013,2303315
Nauru,Y1995,9970
Nauru,Y1996,10033
Nauru,Y1997,10056
Nauru,Y1998,10054
Nauru,Y1999,10044
Nauru,Y2000,10042
Nauru,Y2001,10053
Nauru,Y2002,10072
Nauru,Y2003,10096
Nauru,Y2004,10112
Nauru,Y2005,10115
Nauru,Y2006,10104
Nauru,Y2007,10083
Nauru,Y2008,10058
Nauru,Y2009,10037
Nauru,Y2010,10025
Nauru,Y2011,10024
Nauru,Y2012,10032
Nauru,Y2013,10051
Nepal,Y1995,20587157
Nepal,Y1996,21115271
Nepal,Y1997,21647305
Nepal,Y1998,22175431
Nepal,Y1999,22690158
Nepal,Y2000,23184177
Nepal,Y2001,23655119
Nepal,Y2002,24102862
Nepal,Y2003,24525527
Nepal,Y2004,24921910
Nepal,Y2005,25292058
Nepal,Y2006,25634043
Nepal,Y2007,25950022
Nepal,Y2008,26249412
Nepal,Y2009,26544943
Nepal,Y2010,26846016
Nepal,Y2011,27156367
Nepal,Y2012,27474377
Nepal,Y2013,27797457
Netherlands Antilles,Y1995,194332
Netherlands Antilles,Y1996,192128
Netherlands Antilles,Y1997,188609
Netherlands Antilles,Y1998,184455
Netherlands Antilles,Y1999,180623
Netherlands Antilles,Y2000,177838
Netherlands Antilles,Y2001,176280
Netherlands Antilles,Y2002,175823
Netherlands Antilles,Y2003,176517
Netherlands Antilles,Y2004,178328
Netherlands Antilles,Y2005,181195
Netherlands Antilles,Y2006,185182
Netherlands Antilles,Y2007,190229
Netherlands Antilles,Y2008,195970
Netherlands Antilles,Y2009,201921
Netherlands,Y1995,15420000
Netherlands,Y1996,15514794
Netherlands,Y1997,15603344
Netherlands,Y1998,15688091
Netherlands,Y1999,15772758
Netherlands,Y2000,15859863
Netherlands,Y2001,15950214
Netherlands,Y2002,16042368
Netherlands,Y2003,16133907
Netherlands,Y2004,16221364
Netherlands,Y2005,16302242
Netherlands,Y2006,16375813
Netherlands,Y2007,16442848
Netherlands,Y2008,16504193
Netherlands,Y2009,16561282
Netherlands,Y2010,16615243
Netherlands,Y2011,16666206
Netherlands,Y2012,16714018
Netherlands,Y2013,16759229
New Caledonia,Y1995,189220
New Caledonia,Y1996,193493
New Caledonia,Y1997,197726
New Caledonia,Y1998,201899
New Caledonia,Y1999,205997
New Caledonia,Y2000,210010
New Caledonia,Y2001,213919
New Caledonia,Y2002,217720
New Caledonia,Y2003,221432
New Caledonia,Y2004,225088
New Caledonia,Y2005,228714
New Caledonia,Y2006,232317
New Caledonia,Y2007,235889
New Caledonia,Y2008,239429
New Caledonia,Y2009,242926
New Caledonia,Y2010,246379
New Caledonia,Y2011,249786
New Caledonia,Y2012,253155
New Caledonia,Y2013,256496
New Zealand,Y1995,3675060
New Zealand,Y1996,3717342
New Zealand,Y1997,3752131
New Zealand,Y1998,3783470
New Zealand,Y1999,3817367
New Zealand,Y2000,3858032
New Zealand,Y2001,3906817
New Zealand,Y2002,3961937
New Zealand,Y2003,4020706
New Zealand,Y2004,4079075
New Zealand,Y2005,4134117
New Zealand,Y2006,4185020
New Zealand,Y2007,4232734
New Zealand,Y2008,4278186
New Zealand,Y2009,4322941
New Zealand,Y2010,4368136
New Zealand,Y2011,4413923
New Zealand,Y2012,4459852
New Zealand,Y2013,4505761
Nicaragua,Y1995,4659458
Nicaragua,Y1996,4756631
Nicaragua,Y1997,4849272
Nicaragua,Y1998,4937320
Nicaragua,Y1999,5021079
Nicaragua,Y2000,5100920
Nicaragua,Y2001,5176685
Nicaragua,Y2002,5248577
Nicaragua,Y2003,5317878
Nicaragua,Y2004,5386299
Nicaragua,Y2005,5455219
Nicaragua,Y2006,5524927
Nicaragua,Y2007,5595533
Nicaragua,Y2008,5667983
Nicaragua,Y2009,5743329
Nicaragua,Y2010,5822209
Nicaragua,Y2011,5905146
Nicaragua,Y2012,5991733
Nicaragua,Y2013,6080478
Niger,Y1995,9167078
Niger,Y1996,9499605
Niger,Y1997,9849621
Niger,Y1998,10215806
Niger,Y1999,10596258
Niger,Y2000,10989815
Niger,Y2001,11396434
Niger,Y2002,11817297
Niger,Y2003,12254040
Niger,Y2004,12708897
Niger,Y2005,13183798
Niger,Y2006,13679705
Niger,Y2007,14197289
Niger,Y2008,14737895
Niger,Y2009,15302948
Niger,Y2010,15893746
Niger,Y2011,16511462
Niger,Y2012,17157042
Niger,Y2013,17831270
Nigeria,Y1995,108424827
Nigeria,Y1996,111166210
Nigeria,Y1997,113979481
Nigeria,Y1998,116867371
Nigeria,Y1999,119831888
Nigeria,Y2000,122876727
Nigeria,Y2001,126004992
Nigeria,Y2002,129224641
Nigeria,Y2003,132550146
Nigeria,Y2004,135999250
Nigeria,Y2005,139585891
Nigeria,Y2006,143314909
Nigeria,Y2007,147187353
Nigeria,Y2008,151208080
Nigeria,Y2009,155381020
Nigeria,Y2010,159707780
Nigeria,Y2011,164192925
Nigeria,Y2012,168833776
Nigeria,Y2013,173615345
Niue,Y1995,2167
Niue,Y1996,2122
Niue,Y1997,2069
Niue,Y1998,2010
Niue,Y1999,1952
Niue,Y2000,1900
Niue,Y2001,1852
Niue,Y2002,1809
Niue,Y2003,1768
Niue,Y2004,1728
Niue,Y2005,1686
Niue,Y2006,1643
Niue,Y2007,1600
Niue,Y2008,1555
Niue,Y2009,1511
Niue,Y2010,1468
Niue,Y2011,1426
Niue,Y2012,1384
Niue,Y2013,1344
Northern Mariana Islands,Y1995,57518
Northern Mariana Islands,Y1996,60248
Northern Mariana Islands,Y1997,62939
Northern Mariana Islands,Y1998,65374
Northern Mariana Islands,Y1999,67271
Northern Mariana Islands,Y2000,68434
Northern Mariana Islands,Y2001,68817
Northern Mariana Islands,Y2002,68499
Northern Mariana Islands,Y2003,67562
Northern Mariana Islands,Y2004,66143
Northern Mariana Islands,Y2005,64372
Northern Mariana Islands,Y2006,62235
Northern Mariana Islands,Y2007,59792
Northern Mariana Islands,Y2008,57345
Northern Mariana Islands,Y2009,55278
Northern Mariana Islands,Y2010,53860
Northern Mariana Islands,Y2011,53230
Northern Mariana Islands,Y2012,53305
Northern Mariana Islands,Y2013,53855
Norway,Y1995,4359788
Norway,Y1996,4385951
Norway,Y1997,4412958
Norway,Y1998,4440109
Norway,Y1999,4466468
Norway,Y2000,4491572
Norway,Y2001,4514723
Norway,Y2002,4536647
Norway,Y2003,4560013
Norway,Y2004,4588444
Norway,Y2005,4624388
Norway,Y2006,4668989
Norway,Y2007,4721080
Norway,Y2008,4777943
Norway,Y2009,4835629
Norway,Y2010,4891251
Norway,Y2011,4943754
Norway,Y2012,4993875
Norway,Y2013,5042671
Oman,Y1995,2154600
Oman,Y1996,2175998
Oman,Y1997,2177723
Oman,Y1998,2171135
Oman,Y1999,2172287
Oman,Y2000,2192535
Oman,Y2001,2239025
Oman,Y2002,2308409
Oman,Y2003,2389121
Oman,Y2004,2464001
Oman,Y2005,2522325
Oman,Y2006,2554905
Oman,Y2007,2569739
Oman,Y2008,2593523
Oman,Y2009,2663224
Oman,Y2010,2802768
Oman,Y2011,3024774
Oman,Y2012,3314001
Oman,Y2013,3632444
Pakistan,Y1995,126689577
Pakistan,Y1996,130083700
Pakistan,Y1997,133597492
Pakistan,Y1998,137139290
Pakistan,Y1999,140580398
Pakistan,Y2000,143832014
Pakistan,Y2001,146857081
Pakistan,Y2002,149693684
Pakistan,Y2003,152419974
Pakistan,Y2004,155151394
Pakistan,Y2005,157971415
Pakistan,Y2006,160905794
Pakistan,Y2007,163928329
Pakistan,Y2008,167008083
Pakistan,Y2009,170093999
Pakistan,Y2010,173149306
Pakistan,Y2011,176166353
Pakistan,Y2012,179160111
Pakistan,Y2013,182142594
Palau,Y1995,17255
Palau,Y1996,17695
Palau,Y1997,18123
Palau,Y1998,18524
Palau,Y1999,18878
Palau,Y2000,19174
Palau,Y2001,19404
Palau,Y2002,19575
Palau,Y2003,19700
Palau,Y2004,19805
Palau,Y2005,19907
Palau,Y2006,20012
Palau,Y2007,20118
Palau,Y2008,20228
Palau,Y2009,20344
Palau,Y2010,20470
Palau,Y2011,20606
Palau,Y2012,20754
Palau,Y2013,20918
Panama,Y1995,2757004
Panama,Y1996,2814525
Panama,Y1997,2873288
Panama,Y1998,2933100
Panama,Y1999,2993685
Panama,Y2000,3054812
Panama,Y2001,3116409
Panama,Y2002,3178450
Panama,Y2003,3240805
Panama,Y2004,3303335
Panama,Y2005,3365929
Panama,Y2006,3428509
Panama,Y2007,3491034
Panama,Y2008,3553480
Panama,Y2009,3615846
Panama,Y2010,3678128
Panama,Y2011,3740282
Panama,Y2012,3802281
Panama,Y2013,3864170
Papua New Guinea,Y1995,4715929
Papua New Guinea,Y1996,4841020
Papua New Guinea,Y1997,4970823
Papua New Guinea,Y1998,5104516
Papua New Guinea,Y1999,5240941
Papua New Guinea,Y2000,5379226
Papua New Guinea,Y2001,5518971
Papua New Guinea,Y2002,5660267
Papua New Guinea,Y2003,5803302
Papua New Guinea,Y2004,5948461
Papua New Guinea,Y2005,6095959
Papua New Guinea,Y2006,6245797
Papua New Guinea,Y2007,6397623
Papua New Guinea,Y2008,6550877
Papua New Guinea,Y2009,6704829
Papua New Guinea,Y2010,6858945
Papua New Guinea,Y2011,7012977
Papua New Guinea,Y2012,7167010
Papua New Guinea,Y2013,7321262
Paraguay,Y1995,4801834
Paraguay,Y1996,4911701
Paraguay,Y1997,5021271
Paraguay,Y1998,5130723
Paraguay,Y1999,5240321
Paraguay,Y2000,5350253
Paraguay,Y2001,5460621
Paraguay,Y2002,5571371
Paraguay,Y2003,5682350
Paraguay,Y2004,5793330
Paraguay,Y2005,5904170
Paraguay,Y2006,6014781
Paraguay,Y2007,6125285
Paraguay,Y2008,6236005
Paraguay,Y2009,6347383
Paraguay,Y2010,6459721
Paraguay,Y2011,6573097
Paraguay,Y2012,6687361
Paraguay,Y2013,6802295
Peru,Y1995,23939261
Peru,Y1996,24365985
Peru,Y1997,24789855
Peru,Y1998,25206817
Peru,Y1999,25611482
Peru,Y2000,26000080
Peru,Y2001,26372358
Peru,Y2002,26729909
Peru,Y2003,27073334
Peru,Y2004,27403845
Peru,Y2005,27723281
Peru,Y2006,28030688
Peru,Y2007,28328410
Peru,Y2008,28625628
Peru,Y2009,28934303
Peru,Y2010,29262830
Peru,Y2011,29614887
Peru,Y2012,29987800
Peru,Y2013,30375603
Philippines,Y1995,69606539
