AsOfDate,Program,BorrName,BorrStreet,BorrCity,BorrState,BorrZip,BankName,BankFDICNumber,BankNCUANumber,BankStreet,BankCity,BankState,BankZip,GrossApproval,SBAGuaranteedApproval,ApprovalDate,ApprovalFiscalYear,FirstDisbursementDate,DeliveryMethod,Subprogram,InitialInterestRate,FixedOrVariableInterestInd,TermInMonths,NaicsCode,NaicsDescription,FranchiseCode,FranchiseName,ProjectCounty,ProjectState,SBADistrictOffice,CongressionalDistrict,BusinessType,BusinessAge,LoanStatus,PaidInFullDate,ChargeOffDate,GrossChargeOffAmount,RevolverStatus,JobsSupported,SoldSecMrktInd
12/31/2024,7A,Nawabs LLC DBA Nawab's Indian,4715 KIRKWOOD HWY,WILMINGTON,DE,19808,Manufacturers and Traders Trust Company,588,None,"One M & T Plaza, 15th Fl",BUFFALO,NY,14203,10000,5000,7/1/2024,2024,NA,SBA Express,FA$TRK (Small Loan Express),10.5,V,120,722511,Full-Service Restaurants,NA,NA,NEW CASTLE,DE,DELAWARE DISTRICT OFFICE,00,CORPORATION,"Startup, Loan Funds will Open Business",COMMIT,NA,NA,0,1,9,NA
12/31/2024,7A,Mason Family Farms  LLC,483 JUMP SCHOOL HOUSE RD,FELTON,DE,19943,Live Oak Banking Company,58665,None,1741 Tiburon Dr,WILMINGTON,NC,28403,150000,127500,7/1/2024,2024,7/8/2024,PLP,Guaranty,10.99,V,120,112320,Broilers and Other Meat Type,NA,NA,KENT,DE,DELAWARE DISTRICT OFFICE,00,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,1,Y
12/31/2024,7A,S&P Patios & Landscaping Inc.,731 Generals Hwy,Millersville,MD,21108,The Bancorp Bank National Association,35444,None,345 N Reid Place,Sioux Falls,SD,57103,613400,460050,7/1/2024,2024,8/30/2024,PLP,Guaranty,9.25,V,120,561730,Landscaping Services,NA,NA,ANNE ARUNDEL,MD,BALTIMORE DISTRICT OFFICE,03,CORPORATION,Change of Ownership,EXEMPT,NA,NA,0,0,16,NA
12/31/2024,7A,BLEN Inc.,200 Massachusetts Ave NW Suite,WASHINGTON,DC,20001,"Readycap Lending, LLC",None,None,200 Connell Drive,BERKELEY HEIGHTS,NJ,07922,50000,42500,7/1/2024,2024,8/1/2024,PLP,Guaranty,15,V,120,541511,Custom Computer Programming Services,NA,NA,DISTRICT OF COLUMBIA,DC,WASHINGTON DISTRICT OFFICE,00,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,16,Y
12/31/2024,7A,CARPENTERS CREEK LLC,202 TURTLE DOVE LN,FELTON,DE,19943,Manufacturers and Traders Trust Company,588,None,"One M & T Plaza, 15th Fl",BUFFALO,NY,14203,35000,17500,11/10/2023,2024,11/30/2023,SBA Express,FA$TRK (Small Loan Express),11.5,V,120,238350,Finish Carpentry Contractors,NA,NA,KENT,DE,DELAWARE DISTRICT OFFICE,00,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,1,2,NA
12/31/2024,7A,PARAMOUNT DIAGNOSTICS LLC,600 OSPREY LANDING CT,ESSEX,MD,21221,Manufacturers and Traders Trust Company,588,None,"One M & T Plaza, 15th Fl",BUFFALO,NY,14203,10000,5000,11/10/2023,2024,11/30/2023,SBA Express,FA$TRK (Small Loan Express),15,V,120,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,NA,NA,BALTIMORE,MD,BALTIMORE DISTRICT OFFICE,02,CORPORATION,"Startup, Loan Funds will Open Business",EXEMPT,NA,NA,0,1,2,NA
12/31/2024,7A,Peace Of Mind Home Healthcare,6 TRICOUNT CT,OWINGS MILLS,MD,21117,Manufacturers and Traders Trust Company,588,None,"One M & T Plaza, 15th Fl",BUFFALO,NY,14203,12000,6000,11/10/2023,2024,NA,SBA Express,FA$TRK (Small Loan Express),15,V,120,621610,Home Health Care Services,NA,NA,BALTIMORE,MD,BALTIMORE DISTRICT OFFICE,02,CORPORATION,Existing or more than 2 years old,CANCLD,NA,NA,0,1,8,NA
12/31/2024,7A,Cut Seven,3308 WILSON BLVD,ARLINGTON,VA,22201,"Newtek Bank, National Association",18734,None,"1111 Brickell Ave, Ste 135",Miami,FL,33131,450000,337500,11/10/2023,2024,11/13/2023,PLP,Guaranty,11.5,V,123,713940,Fitness and Recreational Sports Centers,NA,NA,ARLINGTON,VA,WASHINGTON DISTRICT OFFICE,08,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,25,Y
12/31/2024,7A,AMAZING AUTO CENTER INC.,223 W HAMPTON AVE STE B,CAPITOL HEIGHTS,MD,20743,BayFirst National Bank,34997,None,700 Central Avenue,Saint Petersburg,FL,33701,150000,127500,11/10/2023,2024,NA,PLP,Guaranty,13.25,V,120,811198,All Other Automotive Repair and Maintenance,NA,NA,PRINCE GEORGES,MD,WASHINGTON DISTRICT OFFICE,04,CORPORATION,Existing or more than 2 years old,CANCLD,NA,NA,0,0,5,NA
12/31/2024,7A,B&E Mechanical LLC,1006 Kings Crest Dr,Stafford,VA,22554,"Newtek Bank, National Association",18734,None,"1111 Brickell Ave, Ste 135",Miami,FL,33131,150000,127500,11/10/2023,2024,11/20/2023,PLP,Guaranty,11.5,V,120,238220,"Plumbing, Heating, and Air-Conditioning Contractors",NA,NA,STAFFORD,VA,RICHMOND DISTRICT OFFICE,01,CORPORATION,Unanswered,EXEMPT,NA,NA,0,0,4,Y
12/31/2024,7A,Paradise Homes Inc,1894 GRAFTON ROAD,MORGANTOWN,WV,26508,The Huntington National Bank,6560,None,17 S High St.,COLUMBUS,OH,43215,300000,150000,11/10/2023,2024,12/6/2023,SBA Express,FA$TRK (Small Loan Express),11,V,120,236115,New Single-Family Housing Construction (except Operative Builders),NA,NA,MONONGALIA,WV,WEST VIRGINIA DISTRICT OFFICE,01,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,1,11,NA
12/31/2024,7A,NowCare LLC,1010 Concord Ave,WILMINGTON,DE,19802,Stearns Bank National Association,10988,None,4191 2nd St South,SAINT CLOUD,MN,56301,25000,21250,11/10/2023,2024,11/10/2023,PLP,Guaranty,13,V,120,621310,Offices of Chiropractors,NA,NA,NEW CASTLE,DE,DELAWARE DISTRICT OFFICE,00,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,23,NA
12/31/2024,7A,Lea B. Freeman Corp,One Town Square Blvd,Asheville,NC,28803,"Newtek Bank, National Association",18734,None,"1111 Brickell Ave, Ste 135",Miami,FL,33131,50000,42500,11/10/2023,2024,NA,PLP,Guaranty,11.5,V,120,812199,Other Personal Care Services,NA,NA,BUNCOMBE,NC,NORTH CAROLINA DISTRICT OFFICE,11,CORPORATION,Unanswered,CANCLD,NA,NA,0,0,12,NA
12/31/2024,7A,JMA Hospitality LLC,3231 LEE HWY,TROUTVILLE,VA,24175,GBank,58626,None,"9115 W Russell Rd, Ste 110",LAS VEGAS,NV,89148,5000000,1150000,11/10/2023,2024,NA,PLP,Guaranty,7.5,F,300,721110,Hotels (except Casino Hotels) and Motels,S0410,Comfort Inn by Choice Hotels/Comfort Inn & Suites by Choice Hotels,BOTETOURT,VA,RICHMOND DISTRICT OFFICE,06,CORPORATION,Existing or more than 2 years old,CANCLD,NA,NA,0,0,1,NA
12/31/2024,7A,British Swim School of Norther,4992 Ogletown Stanton Rd,NEWARK,DE,19713,"Readycap Lending, LLC",None,None,200 Connell Drive,BERKELEY HEIGHTS,NJ,07922,180300,135225,11/10/2023,2024,11/29/2023,PLP,Guaranty,11.25,V,120,611620,Sports and Recreation Instruction,S0256,British Swim School,NEW CASTLE,DE,DELAWARE DISTRICT OFFICE,00,CORPORATION,"Startup, Loan Funds will Open Business",EXEMPT,NA,NA,0,0,10,Y
12/31/2024,7A,LODER LANDSCAPING LLC,21200 HEDGEROW TERRACE,ASHBURN,VA,20147,"Wells Fargo Bank, National Association",3511,None,101 N Philips Ave,SIOUX FALLS,SD,57104,15000,7500,11/10/2023,2024,12/6/2023,SBA Express,FA$TRK (Small Loan Express),14,V,120,561730,Landscaping Services,NA,NA,LOUDOUN,VA,WASHINGTON DISTRICT OFFICE,10,CORPORATION,New Business or 2 years or less,EXEMPT,NA,NA,0,1,1,NA
12/31/2024,7A,TRG TRUCKING LLC,25793 WHOVILLE LN,MILTON,DE,19968,"PNC Bank, National Association",6384,None,222 Delaware Ave,WILMINGTON,DE,19801,25000,12500,11/11/2023,2024,12/4/2023,SBA Express,FA$TRK (Small Loan Express),15,V,120,488510,Freight Transportation Arrangement,NA,NA,SUSSEX,DE,DELAWARE DISTRICT OFFICE,00,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,1,0,NA
12/31/2024,7A,Titan Environmental Group LLC,2005 Citation Dr,Garner,NC,27529,"Newtek Bank, National Association",18734,None,"1111 Brickell Ave, Ste 135",Miami,FL,33131,350000,262500,11/11/2023,2024,12/6/2023,PLP,Guaranty,11.5,V,120,541620,Environmental Consulting Services,NA,NA,WAKE,NC,NORTH CAROLINA DISTRICT OFFICE,02,CORPORATION,Unanswered,EXEMPT,NA,NA,0,0,23,Y
12/31/2024,7A,Americraft Holdings LLC,1402 RIVER ST,WILKESBORO,NC,28697,First Bank,15019,None,205 SE Broad St,SOUTHERN PINES,NC,28387,50000,25000,11/11/2023,2024,NA,SBA Express,FA$TRK (Small Loan Express),10.5,V,120,238350,Finish Carpentry Contractors,NA,NA,WILKES,NC,NORTH CAROLINA DISTRICT OFFICE,05,CORPORATION,New Business or 2 years or less,CANCLD,NA,NA,0,1,5,NA
12/31/2024,7A,Signs & Tint Inc.,801 STATON RD,GREENVILLE,NC,27834,Cadence Bank,11813,None,201 S Spring St,TUPELO,MS,38804,235000,176250,11/11/2023,2024,11/16/2023,PLP,Guaranty,11.25,V,120,238990,All Other Specialty Trade Contractors,NA,NA,PITT,NC,NORTH CAROLINA DISTRICT OFFICE,01,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,9,NA
12/31/2024,7A,PhatKat Enterprises LLC dba A,507 Cameron Glen Dr,APEX,NC,27502,"United Midwest Savings Bank, National Association",32441,None,101 S Main St,DE GRAFF,OH,43318,150000,127500,11/11/2023,2024,11/20/2023,PLP,Guaranty,11.25,V,120,812910,Pet Care (except Veterinary) Services,S3098,Always Faithful Dog Training,WAKE,NC,NORTH CAROLINA DISTRICT OFFICE,02,CORPORATION,"Startup, Loan Funds will Open Business",EXEMPT,NA,NA,0,0,3,Y
12/31/2024,7A,LEXA RECORDS HOLDINGS LLC,1230 Riley Preserve Ct,GREAT FALLS,VA,22066,United Community Bank,16889,None,200 E Camperdown Way,Greenville,SC,29601,4125000,3093750,11/11/2023,2024,12/6/2023,PLP,Guaranty,8,V,120,541611,Administrative Management and General Management Consulting Services,NA,NA,BROWARD,FL,SOUTH FLORIDA DISTRICT OFFICE,20,CORPORATION,Change of Ownership,EXEMPT,NA,NA,0,0,32,NA
12/31/2024,7A,LAW OFFICE OF RALPH L. SAPIA P,744 DULANEY VALLEY RD SUITE 5,TOWSON,MD,21204,Manufacturers and Traders Trust Company,588,None,"One M & T Plaza, 15th Fl",BUFFALO,NY,14203,25000,12500,11/11/2023,2024,NA,SBA Express,FA$TRK (Small Loan Express),15,V,120,541110,Offices of Lawyers,NA,NA,BALTIMORE,MD,BALTIMORE DISTRICT OFFICE,02,CORPORATION,Existing or more than 2 years old,COMMIT,NA,NA,0,1,2,NA
12/31/2024,7A,Best Holdings LLC,707 E Edgerton St,Dunn,NC,28334,"United Midwest Savings Bank, National Association",32441,None,101 S Main St,DE GRAFF,OH,43318,1993000,1494750,11/11/2023,2024,NA,PLP,Guaranty,11,V,300,812210,Funeral Homes and Funeral Services,NA,NA,HARNETT,NC,NORTH CAROLINA DISTRICT OFFICE,07,CORPORATION,Change of Ownership,CANCLD,NA,NA,0,0,4,NA
12/31/2024,7A,B & J Hauling LLC,77 CHADDWYCK BLVD,NEW CASTLE,DE,19720,"TD Bank, National Association",18409,None,2035 Limestone Rd,WILMINGTON,DE,19808,27000,13500,11/11/2023,2024,11/27/2023,SBA Express,FA$TRK (Small Loan Express),11.5,V,120,484110,"General Freight Trucking, Local",NA,NA,NEW CASTLE,DE,DELAWARE DISTRICT OFFICE,00,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,1,1,NA
12/31/2024,7A,Lartey Wellness Group LLC,8101 SANDY SPRING RD STE 250H,LAUREL,MD,20707,Five Star Bank,35361,None,3100 Zinfandel Dr. Ste. 650,Rancho Cordova,CA,95670,350000,262500,11/11/2023,2024,11/24/2023,PLP,Guaranty,11.25,V,120,621330,Offices of Mental Health Practitioners (except Physicians),NA,NA,PRINCE GEORGES,MD,WASHINGTON DISTRICT OFFICE,03,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,6,Y
12/31/2024,7A,OM Shiva Shakti LLC,100 GRAHAM ST,SELMA,NC,27576,GBank,58626,None,"9115 W Russell Rd, Ste 110",LAS VEGAS,NV,89148,1000000,750000,11/11/2023,2024,NA,PLP,Guaranty,9.5,V,300,721110,Hotels (except Casino Hotels) and Motels,S0952,Knights Inn,JOHNSTON,NC,NORTH CAROLINA DISTRICT OFFICE,07,CORPORATION,New Business or 2 years or less,CANCLD,NA,NA,0,0,1,NA
12/31/2024,7A,Americraft Holdings LLC,1402 RIVER ST,WILKESBORO,NC,28697,First Bank,15019,None,205 SE Broad St,SOUTHERN PINES,NC,28387,1520000,1140000,11/11/2023,2024,NA,PLP,Guaranty,10.5,V,180,238350,Finish Carpentry Contractors,NA,NA,WILKES,NC,NORTH CAROLINA DISTRICT OFFICE,05,CORPORATION,Change of Ownership,CANCLD,NA,NA,0,0,5,NA
12/31/2024,7A,Voxel Innovations Inc.,520 Hinton Pond Rd,Knightdale,NC,27545,Dogwood State Bank,57095,None,5401 Six Forks Rd,RALEIGH,NC,27609,780000,585000,7/18/2024,2024,8/14/2024,PLP,Guaranty,10.75,V,120,332710,Machine Shops,NA,NA,WAKE,NC,NORTH CAROLINA DISTRICT OFFICE,02,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,22,Y
12/31/2024,7A,Voxel Innovations Inc.,520 Hinton Pond Rd,Knightdale,NC,27545,Dogwood State Bank,57095,None,5401 Six Forks Rd,RALEIGH,NC,27609,150000,75000,7/18/2024,2024,8/14/2024,SBA Express,FA$TRK (Small Loan Express),10.75,V,120,332710,Machine Shops,NA,NA,WAKE,NC,NORTH CAROLINA DISTRICT OFFICE,02,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,22,NA
12/31/2024,7A,Pat's Pizzeria Petros LLC,1961 PULASKI HWY,EDGEWOOD,MD,21040,Manufacturers and Traders Trust Company,588,None,"One M & T Plaza, 15th Fl",BUFFALO,NY,14203,100000,50000,6/26/2024,2024,7/31/2024,SBA Express,FA$TRK (Small Loan Express),13,V,120,722511,Full-Service Restaurants,NA,NA,HARFORD,MD,BALTIMORE DISTRICT OFFICE,01,CORPORATION,New Business or 2 years or less,EXEMPT,NA,NA,0,1,0,NA
12/31/2024,7A,Tala Medical Aesthetics L.L.C.,6911 Northfield Dr,ANNANDALE,VA,22003,"TD Bank, National Association",18409,None,2035 Limestone Rd,WILMINGTON,DE,19808,55600,27800,6/26/2024,2024,NA,SBA Express,FA$TRK (Small Loan Express),11.5,V,120,812199,Other Personal Care Services,NA,NA,FAIRFAX,VA,WASHINGTON DISTRICT OFFICE,08,CORPORATION,Existing or more than 2 years old,COMMIT,NA,NA,0,1,0,NA
12/31/2024,7A,Image Beauty Hair Design LLC,628 Milford Harrington Highway,MILFORD,DE,19963,"Readycap Lending, LLC",None,None,200 Connell Drive,BERKELEY HEIGHTS,NJ,07922,30000,25500,6/26/2024,2024,8/1/2024,PLP,Guaranty,15,V,120,812112,Beauty Salons,NA,NA,KENT,DE,DELAWARE DISTRICT OFFICE,00,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,10,Y
12/31/2024,7A,Wow Solutions LLC,324 GRAND ST,GAITHERSBURG,MD,20878,"TD Bank, National Association",18409,None,2035 Limestone Rd,WILMINGTON,DE,19808,50000,25000,6/26/2024,2024,7/18/2024,SBA Express,FA$TRK (Small Loan Express),11.5,V,120,541990,"All Other Professional, Scientific, and Technical Services",NA,NA,MONTGOMERY,MD,WASHINGTON DISTRICT OFFICE,06,CORPORATION,New Business or 2 years or less,EXEMPT,NA,NA,0,1,2,NA
12/31/2024,7A,Anastacia's Styling,4 AMSTEL DR,NEW CASTLE,DE,19720,"TD Bank, National Association",18409,None,2035 Limestone Rd,WILMINGTON,DE,19808,20000,10000,6/26/2024,2024,NA,SBA Express,FA$TRK (Small Loan Express),11.5,V,120,448120,Women's Clothing Stores,NA,NA,NEW CASTLE,DE,DELAWARE DISTRICT OFFICE,00,INDIVIDUAL,New Business or 2 years or less,CANCLD,NA,NA,0,1,1,NA
12/31/2024,7A,SPENCER'S TRANSPORTATION CONSU,15428 S DUPONT HWY,HARRINGTON,DE,19952,Manufacturers and Traders Trust Company,588,None,"One M & T Plaza, 15th Fl",BUFFALO,NY,14203,30000,15000,6/26/2024,2024,NA,SBA Express,FA$TRK (Small Loan Express),11.5,V,120,423110,Automobile and Other Motor Vehicle Merchant Wholesalers,NA,NA,KENT,DE,DELAWARE DISTRICT OFFICE,00,CORPORATION,Existing or more than 2 years old,CANCLD,NA,NA,0,1,1,NA
12/31/2024,7A,Fischer Restoration LLC,"2305 Commerce Center Dr, Ste D",ROCKVILLE,VA,23146,BayFirst National Bank,34997,None,700 Central Avenue,Saint Petersburg,FL,33701,150000,127500,6/26/2024,2024,7/12/2024,PLP,Guaranty,13.25,V,120,562910,Remediation Services,S1395,Rainbow International,GOOCHLAND,VA,RICHMOND DISTRICT OFFICE,01,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,2,Y
12/31/2024,7A,Hoerner INC,602 ELIZABETH AVE,WILMINGTON,DE,19809,Manufacturers and Traders Trust Company,588,None,"One M & T Plaza, 15th Fl",BUFFALO,NY,14203,100000,50000,6/26/2024,2024,7/31/2024,SBA Express,FA$TRK (Small Loan Express),13,V,120,561730,Landscaping Services,NA,NA,NEW CASTLE,DE,DELAWARE DISTRICT OFFICE,00,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,1,0,NA
12/31/2024,7A,Synergy Homecare of Kinston,105 W. CASWELL ST,KINSTON,NC,28501,Live Oak Banking Company,58665,None,1741 Tiburon Dr,WILMINGTON,NC,28403,162500,121875,6/26/2024,2024,7/12/2024,PLP,Guaranty,10.99,V,120,621610,Home Health Care Services,NA,NA,LENOIR,NC,NORTH CAROLINA DISTRICT OFFICE,03,CORPORATION,"Startup, Loan Funds will Open Business",EXEMPT,NA,NA,0,0,2,Y
12/31/2024,7A,Blue Sage Psychotherapy Group,5551 HIGH TOR HILL,Columbia,MD,21045,"SouthState Bank, National Association",33555,None,1101 First St South,WINTER HAVEN,FL,33880,125000,106250,6/26/2024,2024,6/28/2024,PLP,Guaranty,11.25,V,120,621330,Offices of Mental Health Practitioners (except Physicians),NA,NA,HOWARD,MD,BALTIMORE DISTRICT OFFICE,02,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,0,Y
12/31/2024,7A,Carolina Coffee Store 1 LLC,1088 BRAWLEY SCHOOL RD,MOORESVILLE,NC,28117,First Federal Bank,31313,None,4705 W US Hwy 90,LAKE CITY,FL,32055,804600,603450,6/26/2024,2024,NA,PLP,Guaranty,10,V,252,722515,Snack and Nonalcoholic Beverage Bars,S0543,ELLIANOS COFFEE COMPANY,IREDELL,NC,NORTH CAROLINA DISTRICT OFFICE,10,CORPORATION,"Startup, Loan Funds will Open Business",COMMIT,NA,NA,0,0,11,NA
12/31/2024,7A,MAID 2 CLEAN NC INC,8530 Mansell Ct,CHARLOTTE,NC,28215,"SouthState Bank, National Association",33555,None,1101 First St South,WINTER HAVEN,FL,33880,420000,315000,6/26/2024,2024,6/28/2024,PLP,Guaranty,11.25,V,120,561720,Janitorial Services,NA,NA,MECKLENBURG,NC,NORTH CAROLINA DISTRICT OFFICE,08,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,0,Y
12/31/2024,7A,PAPPY'S RESTAURANT LLC,6064 Ballard-Red Sulphur Parkw,BALLARD,WV,24918,First Community Bank,13012,None,29 College Dr,BLUEFIELD,VA,24605,20000,10000,6/26/2024,2024,7/1/2024,SBA Express,FA$TRK (Small Loan Express),9.75,V,120,722513,Limited-Service Restaurants,NA,NA,MONROE,WV,WEST VIRGINIA DISTRICT OFFICE,03,CORPORATION,New Business or 2 years or less,EXEMPT,NA,NA,0,1,7,NA
12/31/2024,7A,Crossfire Entertainment,1413 CASTLE HAYNE RD,WILMINGTON,NC,28401,HomeTrust Bank,27677,None,10 Woodfin St,ASHEVILLE,NC,28801,437400,328050,6/26/2024,2024,7/12/2024,PLP,Guaranty,10.75,V,120,713990,All Other Amusement and Recreation Industries,NA,NA,NEW HANOVER,NC,NORTH CAROLINA DISTRICT OFFICE,07,CORPORATION,New Business or 2 years or less,EXEMPT,NA,NA,0,0,8,Y
12/31/2024,7A,Umai Grand LLC DBA Umai Ramen,1500 CORNERSIDE BLVD,VIENNA,VA,22182,Manufacturers and Traders Trust Company,588,None,"One M & T Plaza, 15th Fl",BUFFALO,NY,14203,25000,12500,6/26/2024,2024,7/31/2024,SBA Express,FA$TRK (Small Loan Express),10.75,V,120,722511,Full-Service Restaurants,NA,NA,FAIRFAX,VA,WASHINGTON DISTRICT OFFICE,10,CORPORATION,New Business or 2 years or less,EXEMPT,NA,NA,0,1,19,NA
12/31/2024,7A,DKDS LLC,1183 UNIVERSITY DR STE 105,BURLINGTON,NC,27215,BayFirst National Bank,34997,None,700 Central Avenue,Saint Petersburg,FL,33701,148500,126225,6/26/2024,2024,6/28/2024,PLP,Guaranty,13.25,V,120,491110,Postal Service,S1339,Postal Connections,ALAMANCE,NC,NORTH CAROLINA DISTRICT OFFICE,06,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,0,Y
12/31/2024,7A,Sugar & Oak LLC,535 S WHITE ST,WAKE FOREST,NC,27587,First Commonwealth Bank,7468,None,"654, Philadelphia St",Indiana,PA,15701,836600,627450,6/26/2024,2024,7/5/2024,PLP,Guaranty,11.25,V,120,812199,Other Personal Care Services,NA,NA,WAKE,NC,NORTH CAROLINA DISTRICT OFFICE,04,CORPORATION,"Startup, Loan Funds will Open Business",EXEMPT,NA,NA,0,0,2,NA
12/31/2024,7A,BLAINE RESTORATION LLC,2410 LINDEN LN,SILVER SPRING,MD,20910,"Bank of America, National Association",3510,None,"100 N Tryon St, Ste 170",CHARLOTTE,NC,28202,64900,32450,6/26/2024,2024,8/19/2024,SBA Express,FA$TRK (Small Loan Express),8.28,F,120,238350,Finish Carpentry Contractors,NA,NA,MONTGOMERY,MD,WASHINGTON DISTRICT OFFICE,08,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,2,NA
12/31/2024,7A,Core Business Resources Inc.,1529 BELVEDERE AVE,CHARLOTTE,NC,28205,BayFirst National Bank,34997,None,700 Central Avenue,Saint Petersburg,FL,33701,80500,68425,6/26/2024,2024,7/2/2024,PLP,Guaranty,13.25,V,120,541612,Human Resources and Executive Search Consulting Services,NA,NA,MECKLENBURG,NC,NORTH CAROLINA DISTRICT OFFICE,12,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,1,Y
12/31/2024,7A,Minard's Spaghetti Inn Inc,813 PIKE ST,CLARKSBURG,WV,26301,The Huntington National Bank,6560,None,17 S High St.,COLUMBUS,OH,43215,50000,25000,6/26/2024,2024,NA,SBA Express,FA$TRK (Small Loan Express),10.5,V,120,722511,Full-Service Restaurants,NA,NA,HARRISON,WV,WEST VIRGINIA DISTRICT OFFICE,01,CORPORATION,Existing or more than 2 years old,COMMIT,NA,NA,0,1,16,NA
12/31/2024,7A,Longevity Men's Health Clinic,1582 Kendra St,Charlottesville,VA,22903,"Fulton Bank, National Association",7551,None,One Penn Sq,LANCASTER,PA,17602,189000,141750,6/26/2024,2024,NA,OTH 7A,Guaranty,11.25,V,122,621111,Offices of Physicians (except Mental Health Specialists),NA,NA,ALBEMARLE,VA,RICHMOND DISTRICT OFFICE,05,CORPORATION,New Business or 2 years or less,CANCLD,NA,NA,0,0,5,NA
12/31/2024,7A,Pride Resorts of America LLC,4394 JONATHAN CREEK RD,WAYNESVILLE,NC,28785,"SouthState Bank, National Association",33555,None,1101 First St South,WINTER HAVEN,FL,33880,100000,85000,3/21/2024,2024,3/22/2024,PLP,Guaranty,11.25,V,120,721211,RV (Recreational Vehicle) Parks and Campgrounds,NA,NA,HAYWOOD,NC,NORTH CAROLINA DISTRICT OFFICE,11,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,4,Y
12/31/2024,7A,AKS FOODS & SERVICES INC,3000 VENTRIE CT,MYERSVILLE,MD,21773,Manufacturers and Traders Trust Company,588,None,"One M & T Plaza, 15th Fl",BUFFALO,NY,14203,35000,29750,3/21/2024,2024,4/9/2024,PLP,Guaranty,10.49,F,60,722513,Limited-Service Restaurants,S1639,Subway,FREDERICK,MD,BALTIMORE DISTRICT OFFICE,08,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,5,NA
12/31/2024,7A,Adam Marton Tattoo,318 Brook Rd,RICHMOND,VA,23220,First National Bank of Pennsylvania,7888,None,166 Main St,GREENVILLE,PA,16125,534000,400500,3/21/2024,2024,NA,PLP,Guaranty,10,V,300,812990,All Other Personal Services,NA,NA,RICHMOND CITY,VA,RICHMOND DISTRICT OFFICE,03,CORPORATION,Existing or more than 2 years old,CANCLD,NA,NA,0,0,2,NA
12/31/2024,7A,Southern Shores Food Company L,1 Ocean Blvd,KITTY HAWK,NC,27949,Meridian Bank,57777,None,9 Old Lincoln Hwy,MALVERN,PA,19355,50000,25000,3/21/2024,2024,NA,SBA Express,FA$TRK (Small Loan Express),11,V,120,722513,Limited-Service Restaurants,NA,NA,DARE,NC,NORTH CAROLINA DISTRICT OFFICE,03,CORPORATION,Existing or more than 2 years old,COMMIT,NA,NA,0,1,4,NA
12/31/2024,7A,TECHNOLOGY SUPPORT SERVICES I,909 BALTIMORE BLVD,WESTMINSTER,MD,21157,"PNC Bank, National Association",6384,None,222 Delaware Ave,WILMINGTON,DE,19801,630000,472500,3/21/2024,2024,3/25/2024,PLP,Guaranty,7.94,F,120,541512,Computer Systems Design Services,NA,NA,CARROLL,MD,BALTIMORE DISTRICT OFFICE,01,CORPORATION,Change of Ownership,EXEMPT,NA,NA,0,0,2,NA
12/31/2024,7A,PEAK BUSINESS SERVICES LLC,14440 CHERRY LANE CT,LAUREL,MD,20707,Manufacturers and Traders Trust Company,588,None,"One M & T Plaza, 15th Fl",BUFFALO,NY,14203,15000,7500,3/21/2024,2024,4/30/2024,SBA Express,FA$TRK (Small Loan Express),15,V,120,492210,Local Messengers and Local Delivery,NA,NA,PRINCE GEORGES,MD,WASHINGTON DISTRICT OFFICE,03,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,1,6,NA
12/31/2024,7A,A&T Trucking LLC,1800 ALLAN DR,GLEN BURNIE,MD,21060,Manufacturers and Traders Trust Company,588,None,"One M & T Plaza, 15th Fl",BUFFALO,NY,14203,175000,87500,3/21/2024,2024,4/30/2024,SBA Express,FA$TRK (Small Loan Express),12.25,V,120,484110,"General Freight Trucking, Local",NA,NA,ANNE ARUNDEL,MD,BALTIMORE DISTRICT OFFICE,02,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,1,9,NA
